use_brille=False
         38579640 function calls (38556996 primitive calls) in 6153.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2721    0.012    0.000    0.087    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:1117(_eval_token)
      244    0.085    0.000    0.085    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      120    0.000    0.000    0.082    0.001 <__array_function__ internals>:177(solve)
     1457    0.002    0.000    0.082    0.000 <__array_function__ internals>:177(cross)
      120    0.080    0.001    0.082    0.001 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\linalg\linalg.py:320(solve)
     1457    0.027    0.000    0.078    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\core\numeric.py:1485(cross)
       33    0.001    0.000    0.076    0.002 <frozen importlib._bootstrap_external>:909(get_code)
     7028    0.076    0.000    0.076    0.000 {built-in method numpy.array}
    11836    0.036    0.000    0.075    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\tokenize.py:429(_tokenize)
        1    0.000    0.000    0.073    0.073 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\tkinter\__init__.py:2250(__init__)
    21446    0.053    0.000    0.073    0.000 {method 'sub' of 're.Pattern' objects}
      120    0.000    0.000    0.072    0.001 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\warnings.py:96(_showwarnmsg)
        1    0.072    0.072    0.072    0.072 {built-in method _tkinter.create}
        4    0.000    0.000    0.072    0.018 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\axes\_base.py:574(__init__)
      120    0.001    0.000    0.072    0.001 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\warnings.py:20(_showwarnmsg_impl)
        8    0.000    0.000    0.071    0.009 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\axis.py:1296(draw)
    15936    0.024    0.000    0.071    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:375(UnitsContainer)
       33    0.002    0.000    0.069    0.002 <frozen importlib._bootstrap_external>:1029(get_data)
     1365    0.007    0.000    0.067    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\numpy\numpy_func.py:137(get_op_output_unit)
       33    0.066    0.002    0.066    0.002 {built-in method io.open_code}
     9644    0.026    0.000    0.066    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:505(__truediv__)
    12412    0.022    0.000    0.066    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:478(__mul__)
    84416    0.035    0.000    0.064    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\threadpoolctl.py:733(_check_prefix)
        1    0.000    0.000    0.063    0.063 c:\users\mll13652\documents\pace_project\euphonic\euphonic\cli\utils.py:92(load_data_from_file)
        1    0.000    0.000    0.062    0.062 c:\users\mll13652\documents\pace_project\euphonic\euphonic\force_constants.py:1816(from_castep)
    18653    0.021    0.000    0.062    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\nonmultiplicative\registry.py:107(_is_multiplicative)
      121    0.001    0.000    0.058    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\tqdm\std.py:1174(__iter__)
      120    0.002    0.000    0.056    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\tqdm\std.py:1212(update)
    72875    0.032    0.000    0.056    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\_collections_abc.py:742(__iter__)
     3743    0.011    0.000    0.055    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:573(get_name)
      240    0.002    0.000    0.055    0.000 c:\users\mll13652\documents\pace_project\euphonic\euphonic\debye_waller.py:70(temperature)
22098/22092    0.007    0.000    0.054    0.000 {built-in method _operator.mul}
      121    0.001    0.000    0.054    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\tqdm\std.py:1339(refresh)
       16    0.000    0.000    0.053    0.003 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\PIL\ImageTk.py:99(__init__)
        1    0.011    0.011    0.052    0.052 c:\users\mll13652\documents\pace_project\euphonic\euphonic\readers\castep.py:359(read_interpolation_data)
      304    0.000    0.000    0.052    0.000 <__array_function__ internals>:177(concatenate)
      122    0.001    0.000    0.052    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\tqdm\std.py:1478(display)
     4616    0.003    0.000    0.051    0.000 <__array_function__ internals>:177(moveaxis)
      120    0.000    0.000    0.051    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\importlib_resources\_common.py:33(wrapper)
      120    0.000    0.000    0.051    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\importlib_resources\_common.py:51(files)
   198523    0.045    0.000    0.050    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:420(__hash__)
      120    0.001    0.000    0.049    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\importlib_resources\_common.py:107(from_package)
    30246    0.028    0.000    0.048    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\collections\__init__.py:912(__contains__)
    49732    0.032    0.000    0.048    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\compat.py:52(_to_magnitude)
    24543    0.009    0.000    0.047    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:358(copy)
        4    0.000    0.000    0.047    0.012 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\axes\_base.py:1341(clear)
        4    0.000    0.000    0.047    0.012 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\axes\_base.py:1219(__clear)
